city_name,temperature,feels_like,humidity,pressure,wind_speed,weather_description,visibility,pop,clouds,temp_min,temp_max,collection_time,timestamp,federal_district,tourism_season,timezone,population,comfort_index,recommended_activity,tourist_season_match
Новосибирск,-4,-9,68,772,3.0,ясно,10000,,0,-4,-4,12.10.2025 04:38:31,2025-10-12T04:38:31.647375,Сибирский,Июнь-Август,UTC+7,1620000,4.5,домашний отдых,нет
Новосибирск,-2,-9,71,772,6.05,ясно,10000,,2,-2,-2,12.10.2025 07:27:17,2025-10-12T07:27:17.226795,Сибирский,Июнь-Август,UTC+7,1620000,4.19,домашний отдых,нет
Санкт-Петербург,7,5,87,751,3.0,облачно с прояснениями,10000,,75,7,7,12.10.2025 05:32:50,2025-10-12T05:32:50.714588,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-2.4,домашний отдых,нет
Сочи,14,13,90,761,4.02,дождь,5239,,100,14,14,12.10.2025 03:14:38,2025-10-12T03:14:38.080702,Южный,Май-Октябрь,UTC+3,400000,-2.8,домашний отдых,да
Казань,6,2,81,755,7.72,небольшой дождь,10000,,100,6,6,12.10.2025 05:32:50,2025-10-12T05:32:50.714588,Приволжский,Май-Сентябрь,UTC+3,1250000,-4.57,домашний отдых,нет
Новосибирск,-3,-8,63,772,3.0,ясно,10000,,0,-3,-3,12.10.2025 05:32:50,2025-10-12T05:32:50.714588,Сибирский,Июнь-Август,UTC+7,1620000,5.9,домашний отдых,нет
Казань,8,4,79,755,7.69,небольшой дождь,10000,,100,8,8,12.10.2025 07:27:17,2025-10-12T07:27:17.226795,Приволжский,Май-Сентябрь,UTC+3,1250000,-3.37,домашний отдых,нет
Сочи,13,13,86,763,3.5,небольшой дождь,10000,,100,13,13,12.10.2025 05:32:50,2025-10-12T05:32:50.714588,Южный,Май-Октябрь,UTC+3,400000,-2.35,домашний отдых,да
Сочи,13,13,84,762,1.86,дождь,10000,,100,13,13,12.10.2025 04:38:31,2025-10-12T04:38:31.647375,Южный,Май-Октябрь,UTC+3,400000,-1.79,домашний отдых,да
Новосибирск,-2,-7,64,772,4.0,ясно,10000,,0,-2,-2,12.10.2025 06:45:14,2025-10-12T06:45:14.673285,Сибирский,Июнь-Август,UTC+7,1620000,6.0,домашний отдых,нет
Сочи,14,13,87,762,4.02,небольшой дождь,10000,,100,14,14,12.10.2025 07:27:17,2025-10-12T07:27:17.226795,Южный,Май-Октябрь,UTC+3,400000,-2.2,домашний отдых,да
Москва,6,4,81,755,3.81,ясно,10000,,6,6,6,12.10.2025 03:14:38,2025-10-12T03:14:38.080702,Центральный,Круглогодично,UTC+3,12500000,5.22,домашний отдых,да
Санкт-Петербург,7,5,83,749,3.07,облачно с прояснениями,10000,,71,7,7,12.10.2025 07:27:17,2025-10-12T07:27:17.226795,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-1.21,домашний отдых,нет
Санкт-Петербург,7,5,87,751,3.0,облачно с прояснениями,10000,,75,7,7,12.10.2025 06:45:14,2025-10-12T06:45:14.673285,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-2.4,домашний отдых,нет
Москва,7,4,74,755,3.86,небольшая облачность,10000,,15,6,7,12.10.2025 05:32:50,2025-10-12T05:32:50.714588,Центральный,Круглогодично,UTC+3,12500000,6.11,домашний отдых,да
Казань,9,5,69,755,8.2,пасмурно,10000,,100,9,9,12.10.2025 03:14:38,2025-10-12T03:14:38.080702,Приволжский,Май-Сентябрь,UTC+3,1250000,-1.02,домашний отдых,нет
Сочи,14,14,88,763,4.02,небольшой дождь,10000,,100,14,14,12.10.2025 06:45:14,2025-10-12T06:45:14.673285,Южный,Май-Октябрь,UTC+3,400000,-2.4,домашний отдых,да
Санкт-Петербург,6,3,84,750,4.04,небольшая облачность,10000,,22,6,6,12.10.2025 03:14:38,2025-10-12T03:14:38.080702,Северо-Западный,Май-Сентябрь,UTC+3,5400000,3.0,домашний отдых,нет
Москва,7,5,74,755,3.68,облачно с прояснениями,10000,,75,7,7,12.10.2025 07:27:17,2025-10-12T07:27:17.226795,Центральный,Круглогодично,UTC+3,12500000,0.13,домашний отдых,да
Новосибирск,-6,-13,83,773,5.17,ясно,10000,,6,-6,-6,12.10.2025 03:14:38,2025-10-12T03:14:38.080702,Сибирский,Июнь-Август,UTC+7,1620000,-0.12,домашний отдых,нет
Москва,7,5,72,755,3.68,облачно с прояснениями,10000,,75,6,8,12.10.2025 06:45:14,2025-10-12T06:45:14.673285,Центральный,Круглогодично,UTC+3,12500000,0.53,домашний отдых,да
Казань,6,2,81,755,7.69,небольшой дождь,10000,,100,6,6,12.10.2025 06:45:14,2025-10-12T06:45:14.673285,Приволжский,Май-Сентябрь,UTC+3,1250000,-4.57,домашний отдых,нет
Санкт-Петербург,7,5,86,751,4.0,облачно с прояснениями,10000,,75,7,7,12.10.2025 04:38:31,2025-10-12T04:38:31.647375,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-2.3,домашний отдых,нет
Казань,7,3,79,755,7.67,небольшой дождь,10000,,100,7,7,12.10.2025 04:38:31,2025-10-12T04:38:31.647375,Приволжский,Май-Сентябрь,UTC+3,1250000,-3.77,домашний отдых,нет
Москва,7,4,74,755,3.86,небольшая облачность,10000,,15,6,7,12.10.2025 04:38:31,2025-10-12T04:38:31.647375,Центральный,Круглогодично,UTC+3,12500000,6.11,домашний отдых,да
