city_name,temperature,feels_like,humidity,pressure,wind_speed,weather_description,visibility,pop,clouds,temp_min,temp_max,collection_time,timestamp
Новосибирск,-1,-7,59,772,5.0,небольшая облачность,10000,,20,-1,-1,12.10.2025 10:34:26,2025-10-12T10:34:26.446785
Новосибирск,-4,-9,68,772,3.0,ясно,10000,,0,-4,-4,12.10.2025 04:38:31,2025-10-12T04:38:31.647375
Новосибирск,-10,-14,89,773,2.4,ясно,10000,,5,-10,-10,12.10.2025 15:34:10,2025-10-12T15:34:10.253807
Новосибирск,-2,-7,59,772,4.0,переменная облачность,10000,,40,-2,-2,12.10.2025 11:23:34,2025-10-12T11:23:34.969875
Москва,7,5,64,752,3.26,пасмурно,10000,,100,6,8,12.10.2025 16:44:50,2025-10-12T16:44:50.419350
Новосибирск,-2,-9,71,772,6.05,ясно,10000,,2,-2,-2,12.10.2025 07:27:17,2025-10-12T07:27:17.226795
Санкт-Петербург,8,5,78,749,4.59,облачно с прояснениями,10000,,69,8,8,12.10.2025 09:29:58,2025-10-12T09:29:58.500565
Новосибирск,-7,-11,79,773,2.0,небольшая облачность,10000,,20,-7,-7,12.10.2025 16:44:50,2025-10-12T16:44:50.419350
Санкт-Петербург,8,5,77,749,4.0,пасмурно,10000,,100,8,8,12.10.2025 11:23:34,2025-10-12T11:23:34.969875
Санкт-Петербург,7,5,87,751,3.0,облачно с прояснениями,10000,,75,7,7,12.10.2025 05:32:50,2025-10-12T05:32:50.714588
Сочи,14,13,90,761,4.02,дождь,5239,,100,14,14,12.10.2025 03:14:38,2025-10-12T03:14:38.080702
Казань,9,7,88,755,3.33,небольшой дождь,9930,,100,9,9,12.10.2025 14:36:29,2025-10-12T14:36:29.025855
Санкт-Петербург,8,5,79,751,4.0,облачно с прояснениями,10000,,75,7,8,12.10.2025 08:39:36,2025-10-12T08:39:36.182639
Казань,6,2,81,755,7.72,небольшой дождь,10000,,100,6,6,12.10.2025 05:32:50,2025-10-12T05:32:50.714588
Новосибирск,-3,-8,63,772,3.0,ясно,10000,,0,-3,-3,12.10.2025 05:32:50,2025-10-12T05:32:50.714588
Москва,8,6,66,754,4.08,пасмурно,10000,,89,8,8,12.10.2025 09:29:58,2025-10-12T09:29:58.500565
Казань,8,4,79,755,7.69,небольшой дождь,10000,,100,8,8,12.10.2025 07:27:17,2025-10-12T07:27:17.226795
Сочи,13,13,86,763,3.5,небольшой дождь,10000,,100,13,13,12.10.2025 05:32:50,2025-10-12T05:32:50.714588
Сочи,13,13,84,762,1.86,дождь,10000,,100,13,13,12.10.2025 04:38:31,2025-10-12T04:38:31.647375
Новосибирск,-2,-7,64,772,4.0,ясно,10000,,0,-2,-2,12.10.2025 06:45:14,2025-10-12T06:45:14.673285
Новосибирск,-10,-14,90,773,2.26,ясно,10000,,5,-10,-10,12.10.2025 14:36:29,2025-10-12T14:36:29.025855
Москва,9,7,59,754,3.85,пасмурно,10000,,100,8,10,12.10.2025 13:04:11,2025-10-12T13:04:11.905077
Сочи,14,14,90,763,2.67,небольшой дождь,10000,,100,14,14,12.10.2025 14:36:29,2025-10-12T14:36:29.025855
Сочи,14,13,87,762,4.02,небольшой дождь,10000,,100,14,14,12.10.2025 07:27:17,2025-10-12T07:27:17.226795
Москва,6,4,81,755,3.81,ясно,10000,,6,6,6,12.10.2025 03:14:38,2025-10-12T03:14:38.080702
Казань,6,3,84,754,5.6,небольшой дождь,10000,,100,6,6,12.10.2025 10:34:26,2025-10-12T10:34:26.446785
Москва,7,5,68,753,3.02,пасмурно,10000,,100,7,7,12.10.2025 14:36:29,2025-10-12T14:36:29.025855
Санкт-Петербург,6,3,83,752,5.0,пасмурно,10000,,100,6,6,12.10.2025 16:44:50,2025-10-12T16:44:50.419350
Москва,10,9,65,755,4.08,пасмурно,10000,,89,7,10,12.10.2025 08:39:36,2025-10-12T08:39:36.182639
Новосибирск,-2,-8,72,771,5.12,ясно,10000,,5,-2,-2,12.10.2025 09:29:58,2025-10-12T09:29:58.500565
Санкт-Петербург,7,5,83,749,3.07,облачно с прояснениями,10000,,71,7,7,12.10.2025 07:27:17,2025-10-12T07:27:17.226795
Москва,7,5,68,752,3.02,пасмурно,10000,,100,7,7,12.10.2025 15:34:10,2025-10-12T15:34:10.253807
Новосибирск,-4,-9,68,773,3.0,переменная облачность,10000,,40,-4,-4,12.10.2025 13:04:11,2025-10-12T13:04:11.905077
Казань,8,5,87,755,5.63,небольшой дождь,10000,,100,8,8,12.10.2025 15:34:10,2025-10-12T15:34:10.253807
Санкт-Петербург,7,4,75,752,4.45,пасмурно,10000,,100,7,7,12.10.2025 15:34:10,2025-10-12T15:34:10.253807
Санкт-Петербург,7,5,87,751,3.0,облачно с прояснениями,10000,,75,7,7,12.10.2025 06:45:14,2025-10-12T06:45:14.673285
Казань,7,4,84,754,5.6,небольшой дождь,10000,,100,7,7,12.10.2025 11:23:34,2025-10-12T11:23:34.969875
Москва,7,4,74,755,3.86,небольшая облачность,10000,,15,6,7,12.10.2025 05:32:50,2025-10-12T05:32:50.714588
